Timings,In Time,Score,SessionID
0.01999991,,,KYFW - 5110
0.01999991,True,0
0.48,True,0
0.03999991,True,0
0.03999991,True,0
0.01999991,True,0
0.03999991,True,0
0.03999991,True,5
0.03999991,True,10
0.05999991,True,15
0.01999991,True,0
0.01999991,True,5
0.05999991,True,10
0.03999991,True,15
0.5,True,20
0.03999991,True,25
0.5,True,30
0.5,True,35
0.01999991,True,0
0.5,True,0
0.5,True,0
0.5,True,5
0.48,True,10
0.46,True,15
0.48,True,20
0.42,True,0
0.1599999,False,0
0.1399999,True,5
0.01999991,True,5
0.5,True,10
0.01999991,True,15
0.01999991,True,20
0.48,True,20
0.1399999,False,20
0.0999999,True,25
0.05999991,True,30
0.07999991,True,35
0.01999991,True,40
0.03999991,True,45
0.05999991,True,45
0.01999991,True,50
0.5,True,55
