Timings,In Time,Score,SessionID
-0.02000009,,,ELFS - 7667
-0.02000009,TRUE,1,
-0.02000009,TRUE,1,
0.03999991,TRUE,3,
-8.94E-08,TRUE,3,
-0.08000009,TRUE,3,
-8.94E-08,TRUE,5,
-0.04000009,TRUE,5,
0.3399999,FALSE,6,
-0.02000009,TRUE,6,
-0.02000009,TRUE,8,
0.07999991,TRUE,9,
0.1199999,TRUE,9,
0.1599999,FALSE,9,
0.1599999,FALSE,10,
0.1199999,TRUE,10,
0.05999991,TRUE,10,
0.03999991,TRUE,10,
0.05999991,TRUE,10,
0.05999991,TRUE,10,
0.1199999,TRUE,10,
0.1599999,FALSE,10,
-0.04000009,TRUE,10,
0.05999991,TRUE,10,
0.05999991,TRUE,12,
0.1399999,TRUE,12,
0.05999991,TRUE,12,
0.05999991,TRUE,12,
0.07999991,TRUE,12,
0.07999991,TRUE,13,
0.0999999,TRUE,13,
0.1799999,FALSE,14,
0.1599999,FALSE,14,
0.1199999,TRUE,14,
0.1599999,FALSE,14,
0.1199999,TRUE,14,
0.1599999,FALSE,15,
-0.04000009,TRUE,15,
0.1599999,FALSE,15,
0.1399999,TRUE,15,
0.05999991,TRUE,15,
0.05999991,TRUE,15,
-8.94E-08,TRUE,15,
-8.94E-08,TRUE,16,
0.03999991,TRUE,16,
0.07999991,TRUE,18,
0.03999991,TRUE,18,
0.07999991,TRUE,18,
0.07999991,TRUE,18,
0.1199999,TRUE,18,
0.0999999,TRUE,18,
0.1399999,TRUE,18,
0.03999991,TRUE,18,
0.03999991,TRUE,18,
0.01999991,TRUE,18,
0.1399999,TRUE,18,
0.1199999,TRUE,20,
0.07999991,TRUE,20,
0.05999991,TRUE,21,
0.03999991,TRUE,21,
0.05999991,TRUE,21,
0.07999991,TRUE,21,
0.1399999,TRUE,23,
0.03999991,TRUE,23,
0.0999999,TRUE,23,
0.0999999,TRUE,23,
0.1399999,TRUE,23,
0.0999999,TRUE,24,
0.1399999,TRUE,24,
0.1399999,TRUE,24,
0.0999999,TRUE,26,
0.1399999,TRUE,26,
0.1599999,FALSE,26,
0.1599999,FALSE,26,
-8.94E-08,TRUE,26,
-0.04000009,TRUE,26,
-0.02000009,TRUE,27,
-0.04000009,TRUE,27,
-0.06000009,TRUE,27,
-0.1200001,TRUE,27,
0.3399999,FALSE,28,
0.01999991,TRUE,29,
0.1199999,TRUE,31,
0.05999991,TRUE,31,
0.03999991,TRUE,31,
0.07999991,TRUE,31,
0.1199999,TRUE,33,
0.0999999,TRUE,33,
0.05999991,TRUE,33,
0.05999991,TRUE,33,
0.0999999,TRUE,33,
0.03999991,TRUE,33,
0.05999991,TRUE,33,
0.03999991,TRUE,33,
0.05999991,TRUE,33,
0.03999991,TRUE,33,
0.07999991,TRUE,33,
0.05999991,TRUE,33,
0.0999999,TRUE,33,
0.07999991,TRUE,33,
0.07999991,TRUE,33,
0.07999991,TRUE,33,
0.1199999,TRUE,33,
0.1399999,TRUE,34,
0.0999999,TRUE,34,
0.0999999,TRUE,34,
0.1199999,TRUE,34,
0.1599999,FALSE,35,
0.05999991,TRUE,35,
0.07999991,TRUE,35,
0.07999991,TRUE,35,
0.05999991,TRUE,35,
0.05999991,TRUE,35,
0.03999991,TRUE,35,
0.05999991,TRUE,35,
0.03999991,TRUE,36,
0.05999991,TRUE,36,
0.03999991,TRUE,36,
0.03999991,TRUE,36,
0.01999991,TRUE,36,
0.05999991,TRUE,36,
-8.94E-08,TRUE,36,
0.03999991,TRUE,36,
0.05999991,TRUE,36,
0.0999999,TRUE,38,
0.07999991,TRUE,39,
0.07999991,TRUE,39,
0.07999991,TRUE,41,
0.07999991,TRUE,41,
0.05999991,TRUE,44,
0.05999991,TRUE,44,
0.05999991,TRUE,44,
0.07999991,TRUE,44,
0.1399999,TRUE,44,
0.0999999,TRUE,44,
0.1399999,TRUE,44,
0.07999991,TRUE,45,
0.1399999,TRUE,45,
0.1799999,FALSE,45,
0.1599999,FALSE,46,
-8.94E-08,TRUE,46,
0.03999991,TRUE,47,
0.03999991,TRUE,48,
0.03999991,TRUE,48,
0.0999999,TRUE,49,
0.07999991,TRUE,49,
0.03999991,TRUE,50,
0.03999991,TRUE,51,
0.03999991,TRUE,51,
0.07999991,TRUE,51,
0.0999999,TRUE,51,
0.07999991,TRUE,52,
0.0999999,TRUE,52,
0.01999991,TRUE,52,
-8.94E-08,TRUE,52,
0.01999991,TRUE,52,
0.01999991,TRUE,52,
0.05999991,TRUE,52,
0.07999991,TRUE,52,
0.05999991,TRUE,52,
0.01999991,TRUE,52,
0.05999991,TRUE,52,
0.05999991,TRUE,54,
0.01999991,TRUE,54,
0.05999991,TRUE,54,
0.1199999,TRUE,55,
0.07999991,TRUE,55,
0.0999999,TRUE,55,
0.07999991,TRUE,56,
0.0999999,TRUE,56,
0.0999999,TRUE,57,
0.03999991,TRUE,57,
0.07999991,TRUE,60,
0.07999991,TRUE,60,
0.1399999,TRUE,60,
,,,
,,,
Average Timing,Accuracy,Highest Score,
7.41E-02,0.913793103,60,
